------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
30          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.428404946915683e-01  2.000195662801704e+01  4.500000000000000e+00        1
 3.442282158119212e+00  1.458960863306122e-02  0.000000000000000e+00  4.346230861588565e-01  1.869281515590605e+01  4.516534551546473e+00        2
 6.884564316238425e+00  5.222307680765803e-02  0.000000000000000e+00  7.785991473261452e-01  1.723775189586749e+01  4.592554552493484e+00        3
 1.032684647435764e+01  1.081418907915483e-01  0.000000000000000e+00  1.015608566191893e+00  1.565295516552572e+01  4.720268647024349e+00        4
 1.376912863247685e+01  1.742505002804242e-01  0.000000000000000e+00  1.106899309472525e+00  1.395461328250509e+01  4.750000000000000e+00        5
 1.721141079059607e+01  2.411367733629882e-01  0.000000000000000e+00  1.047302376710017e+00  1.179009052949377e+01  4.750000000000000e+00        6
 2.065369294871527e+01  3.000855814876169e-01  0.000000000000000e+00  8.448696960098089e-01  9.030646264023996e+00  4.750000000000000e+00        7
 2.409597510683449e+01  3.426512133995469e-01  0.000000000000000e+00  4.971461220221801e-01  6.514452703039312e+00  4.750000000000000e+00        8
 2.753825726495370e+01  3.598210721982613e-01  0.000000000000000e+00  4.107297528862991e-02  5.092767547617353e+00  4.750000000000000e+00        9
 3.098053942307291e+01  3.475864724747936e-01  0.000000000000000e+00 -3.771132749041488e-01  5.007781203147269e+00  4.750000000000000e+00       10
 3.442282158119213e+01  3.145081037342804e-01  0.000000000000000e+00 -6.718650972900917e-01  5.011682596238479e+00  4.750000000000000e+00       11
 3.786510373931133e+01  2.668581446781227e-01  0.000000000000000e+00 -8.625414598579108e-01  5.016386430611917e+00  4.700000000000000e+00       12
 4.130738589743055e+01  2.108704900449745e-01  0.000000000000000e+00 -1.051845200171034e+00  5.019645870677343e+00  4.640000000000000e+00       13
 4.474966805554975e+01  1.404772970428940e-01  0.000000000000000e+00 -1.438448875573060e+00  4.955933183905627e+00  4.480000000000000e+00       14
 4.819195021366897e+01  3.804705339184235e-02  0.000000000000000e+00 -1.924741637391667e+00  4.598859000048244e+00  4.308154931839570e+00       15
 5.163423237178818e+01 -9.075291861109813e-02  0.000000000000000e+00 -2.274021529960510e+00  4.062682788269900e+00  4.071095673436996e+00       16
 5.507651452990739e+01 -2.351238106674240e-01  0.000000000000000e+00 -2.525690308297004e+00  3.502062737293423e+00  3.830786554698718e+00       17
 5.851879668802660e+01 -3.941373321774326e-01  0.000000000000000e+00 -2.919524043751405e+00  3.056263371539652e+00  3.593777870237168e+00       18
 6.196107884614582e+01 -5.857771121448270e-01  0.000000000000000e+00 -3.423810266142999e+00  2.683718655202754e+00  3.353572396827501e+00       19
 6.540336100426502e+01 -8.052918056877612e-01  0.000000000000000e+00 -3.804019407572378e+00  2.313326944439679e+00  3.109726809552745e+00       20
 6.884564316238423e+01 -1.042525944239833e+00  0.000000000000000e+00 -4.047408592467683e+00  1.889934789247136e+00  2.863949052774271e+00       21
 7.228792532050346e+01 -1.291217230710623e+00  0.000000000000000e+00 -4.341796212388857e+00  1.350028708204907e+00  2.617804574163026e+00       22
 7.573020747862267e+01 -1.563729699368572e+00  0.000000000000000e+00 -4.730961751636250e+00  5.536320221223768e-01  2.372555490428877e+00       23
 7.917248963674189e+01 -1.859035882738413e+00  0.000000000000000e+00 -5.057773093861267e+00 -4.094343828779023e-01  2.125366078442611e+00       24
 8.261477179486110e+01 -2.170674211150047e+00  0.000000000000000e+00 -5.328507200155697e+00 -1.378770006800686e+00  1.873608174226736e+00       25
 8.605705395298030e+01 -2.498377786701397e+00  0.000000000000000e+00 -5.607236779836795e+00 -2.196615098977884e+00  1.613397704590236e+00       26
 8.949933611109951e+01 -2.843355364557663e+00  0.000000000000000e+00 -5.928965363478946e+00 -2.896995911582864e+00  1.345514466000822e+00       27
 9.294161826921871e+01 -3.209521519658618e+00  0.000000000000000e+00 -6.283389582148073e+00 -3.548985000848492e+00  1.070504482493432e+00       28
 9.638390042733793e+01 -3.596844428631247e+00  0.000000000000000e+00 -6.593182763615832e+00 -4.145342284037413e+00  7.881317167515849e-01       29
 9.982618258545716e+01 -3.999999999999999e+00  0.000000000000000e+00 -6.725842888394061e+00 -4.678827678412275e+00  5.000000000000002e-01       30
